1990	Nord-Pas-de-Calais	2.84
1990	Ile-de-France	2.71
1990	Centre	0.60
1990	Bretagne	5.38
1990	Bourgogne	2.16
1990	Aquitaine	0.99
1990	Auvergne	0.62
1990	Alsace	2.43
1990	Corse	0.56
1990	Limousin	0.21
1990	Rhône-Alpes	2.90
1990	Pays-de-la-Loire	1.76
1990	Haute-Normandie	3.28
1990	Picardie	4.19
1990	Champagne-Ardenne	0.96
1990	Provence-Alpes-Côte-d'Azur	7.08
1990	Franche-Comté	1.09
1990	Midi-Pyrénées	1.06
1993	Languedoc-Roussillon	4.42
1993	Basse-Normandie	4.55
1993	Lorraine	4.50
1993	Poitou-Charentes	4.83
1993	Nord-Pas-de-Calais	5.42
1993	Ile-de-France	4.20
1993	Centre	6.75
1993	Bretagne	9.94
1993	Bourgogne	7.52
1993	Aquitaine	7.31
1993	Auvergne	3.96
1993	Alsace	4.57
1993	Corse	4.72
1993	Limousin	6.22
1993	Rhône-Alpes	7.32
1993	Pays-de-la-Loire	6.08
1993	Haute-Normandie	5.05
1993	Picardie	7.99
1993	Champagne-Ardenne	4.44
1993	Provence-Alpes-Côte-d'Azur	7.32
1993	Franche-Comté	6.37
1993	Midi-Pyrénées	7.37
1992	Languedoc-Roussillon	4.74
1992	Basse-Normandie	3.13
1992	Lorraine	3.17
1992	Poitou-Charentes	3.21
1992	Nord-Pas-de-Calais	5.47
1992	Ile-de-France	3.58
1992	Centre	4.87
1992	Bretagne	8.54
1992	Bourgogne	4.06
1992	Aquitaine	5.08
1992	Auvergne	5.62
1992	Alsace	4.18
1992	Corse	1.03
1992	Limousin	2.40
1992	Rhône-Alpes	5.61
1992	Pays-de-la-Loire	3.85
1992	Haute-Normandie	3.65
1992	Picardie	3.83
1992	Champagne-Ardenne	3.92
1992	Provence-Alpes-Côte-d'Azur	3.38
1992	Franche-Comté	6.12
1992	Midi-Pyrénées	4.31
1995	Languedoc-Roussillon	4.58
1995	Basse-Normandie	4.24
1995	Lorraine	5.66
1995	Poitou-Charentes	3.81
1995	Nord-Pas-de-Calais	7.96
1995	Ile-de-France	3.63
1995	Centre	6.75
1995	Bretagne	12.95
1995	Bourgogne	7.23
1995	Aquitaine	5.40
1995	Auvergne	4.43
1995	Alsace	5.28
1995	Corse	3.21
1995	Limousin	8.98
1995	Rhône-Alpes	6.34
1995	Pays-de-la-Loire	8.47
1995	Haute-Normandie	4.69
1995	Picardie	6.37
1995	Champagne-Ardenne	4.71
1995	Provence-Alpes-Côte-d'Azur	6.52
1995	Franche-Comté	6.12
1995	Midi-Pyrénées	5.19
1994	Languedoc-Roussillon	3.17
1994	Basse-Normandie	1.27
1994	Lorraine	2.02
1994	Poitou-Charentes	1.83
1994	Nord-Pas-de-Calais	2.83
1994	Ile-de-France	2.77
1994	Centre	2.29
1994	Bretagne	3.88
1994	Bourgogne	3.24
1994	Aquitaine	1.48
1994	Auvergne	2.13
1994	Alsace	4.00
1994	Corse	2.35
1994	Limousin	4.20
1994	Rhône-Alpes	3.44
1994	Pays-de-la-Loire	3.52
1994	Haute-Normandie	3.34
1994	Picardie	4.13
1994	Champagne-Ardenne	1.67
1994	Provence-Alpes-Côte-d'Azur	3.87
1994	Franche-Comté	3.08
1994	Midi-Pyrénées	2.47
1997	Languedoc-Roussillon	5.41
1997	Basse-Normandie	3.04
1997	Lorraine	4.89
1997	Poitou-Charentes	1.38
1997	Nord-Pas-de-Calais	4.62
1997	Ile-de-France	3.73
1997	Centre	5.16
1997	Bretagne	8.14
1997	Bourgogne	4.10
1997	Aquitaine	4.14
1997	Auvergne	3.49
1997	Alsace	4.43
1997	Corse	0
1997	Limousin	8.16
1997	Rhône-Alpes	6.09
1997	Pays-de-la-Loire	5.39
1997	Haute-Normandie	3.13
1997	Picardie	5.55
1997	Champagne-Ardenne	3.09
1997	Provence-Alpes-Côte-d'Azur	4.69
1997	Franche-Comté	4.74
1997	Midi-Pyrénées	4.02
1996	Languedoc-Roussillon	7.10
1996	Basse-Normandie	4.09
1996	Lorraine	6.02
1996	Poitou-Charentes	3.51
1996	Nord-Pas-de-Calais	4.21
1996	Ile-de-France	5.98
1996	Centre	4.04
1996	Bretagne	7.54
1996	Bourgogne	6.49
1996	Aquitaine	4.74
1996	Auvergne	3.55
1996	Alsace	5.49
1996	Corse	2.52
1996	Limousin	10.64
1996	Rhône-Alpes	9.90
1996	Pays-de-la-Loire	5.45
1996	Haute-Normandie	4.81
1996	Picardie	8.18
1996	Champagne-Ardenne	5.87
1996	Provence-Alpes-Côte-d'Azur	5.52
1996	Franche-Comté	5.28
1996	Midi-Pyrénées	7.27
1999	Languedoc-Roussillon	5.72
1999	Basse-Normandie	5.59
1999	Lorraine	2.75
1999	Poitou-Charentes	0.56
1999	Nord-Pas-de-Calais	8.35
1999	Ile-de-France	4.55
1999	Centre	3.02
1999	Bretagne	7.62
1999	Bourgogne	5.80
1999	Aquitaine	4.35
1999	Auvergne	2.62
1999	Alsace	9.61
1999	Corse	0
1999	Limousin	5.95
1999	Rhône-Alpes	7.22
1999	Pays-de-la-Loire	4.03
1999	Haute-Normandie	2.38
1999	Picardie	7.49
1999	Champagne-Ardenne	14.58
1999	Provence-Alpes-Côte-d'Azur	6.49
1999	Franche-Comté	5.73
1999	Midi-Pyrénées	5.72
1998	Languedoc-Roussillon	8.5
1998	Basse-Normandie	1.45
1998	Lorraine	4.41
1998	Poitou-Charentes	1.51
1998	Nord-Pas-de-Calais	5.55
1998	Ile-de-France	3.55
1998	Centre	4.53
1998	Bretagne	7.12
1998	Bourgogne	6.22
1998	Aquitaine	6.67
1998	Auvergne	1.19
1998	Alsace	7.04
1998	Corse	0
1998	Limousin	4.44
1998	Rhône-Alpes	8.50
1998	Pays-de-la-Loire	8.31
1998	Haute-Normandie	3.76
1998	Picardie	7.58
1998	Champagne-Ardenne	5.27
1998	Provence-Alpes-Côte-d'Azur	7.63
1998	Franche-Comté	3.27
1998	Midi-Pyrénées	6.74
2002	Languedoc-Roussillon	2.51
2002	Basse-Normandie	1.48
2002	Lorraine	2.90
2002	Poitou-Charentes	3.04
2002	Nord-Pas-de-Calais	3.26
2002	Ile-de-France	1.31
2002	Centre	0.65
2002	Bretagne	2.75
2002	Bourgogne	1.17
2002	Aquitaine	2.11
2002	Auvergne	2.28
2002	Alsace	4.70
2002	Corse	0
2002	Limousin	4.31
2002	Rhône-Alpes	7.12
2002	Pays-de-la-Loire	3.75
2002	Haute-Normandie	2.20
2002	Picardie	1.14
2002	Champagne-Ardenne	2.82
2002	Provence-Alpes-Côte-d'Azur	3.51
2002	Franche-Comté	2.44
2002	Midi-Pyrénées	2.81
2003	Languedoc-Roussillon	7.90
2003	Basse-Normandie	4.54
2003	Lorraine	3.65
2003	Poitou-Charentes	4.76
2003	Nord-Pas-de-Calais	4.30
2003	Ile-de-France	3.98
2003	Centre	5.04
2003	Bretagne	4.80
2003	Bourgogne	5.60
2003	Aquitaine	5.48
2003	Auvergne	2.16
2003	Alsace	4.59
2003	Corse	0.89
2003	Limousin	7.93
2003	Rhône-Alpes	7.47
2003	Pays-de-la-Loire	4.14
2003	Haute-Normandie	4.31
2003	Picardie	3.72
2003	Champagne-Ardenne	4.13
2003	Provence-Alpes-Côte-d'Azur	4.35
2003	Franche-Comté	1.01
2003	Midi-Pyrénées	3.43
2000	Languedoc-Roussillon	3.84
2000	Basse-Normandie	2.30
2000	Lorraine	1.55
2000	Poitou-Charentes	0.90
2000	Nord-Pas-de-Calais	5.80
2000	Ile-de-France	2.32
2000	Centre	1.43
2000	Bretagne	4.58
2000	Bourgogne	3.13
2000	Aquitaine	2.29
2000	Auvergne	2.55
2000	Alsace	2.86
2000	Corse	0
2000	Limousin	3.13
2000	Rhône-Alpes	7.26
2000	Pays-de-la-Loire	2.94
2000	Haute-Normandie	1.06
2000	Picardie	4.30
2000	Champagne-Ardenne	1.98
2000	Provence-Alpes-Côte-d'Azur	3.67
2000	Franche-Comté	0.68
2000	Midi-Pyrénées	1.94
2001	Languedoc-Roussillon	4.58
2001	Basse-Normandie	0.42
2001	Lorraine	3.39
2001	Poitou-Charentes	1.05
2001	Nord-Pas-de-Calais	3.20
2001	Ile-de-France	2.70
2001	Centre	1.47
2001	Bretagne	4.09
2001	Bourgogne	5.00
2001	Aquitaine	3.85
2001	Auvergne	3.27
2001	Alsace	2.34
2001	Corse	0
2001	Limousin	4.77
2001	Rhône-Alpes	8.94
2001	Pays-de-la-Loire	2.50
2001	Haute-Normandie	1.30
2001	Picardie	4.73
2001	Champagne-Ardenne	2.82
2001	Provence-Alpes-Côte-d'Azur	3.92
2001	Franche-Comté	8.57
2001	Midi-Pyrénées	2.81
2006	Languedoc-Roussillon	5.55
2006	Basse-Normandie	1.16
2006	Lorraine	2.36
2006	Poitou-Charentes	1.33
2006	Nord-Pas-de-Calais	5.59
2006	Ile-de-France	2.92
2006	Centre	3.45
2006	Bretagne	4.10
2006	Bourgogne	3.66
2006	Aquitaine	4.71
2006	Auvergne	3.36
2006	Alsace	4.22
2006	Corse	5.35
2006	Limousin	7.07
2006	Rhône-Alpes	5.44
2006	Pays-de-la-Loire	1.62
2006	Haute-Normandie	3.35
2006	Picardie	2.97
2006	Champagne-Ardenne	3.24
2006	Provence-Alpes-Côte-d'Azur	5.12
2006	Franche-Comté	2.57
2006	Midi-Pyrénées	2.73
2007	Languedoc-Roussillon	5.24
2007	Basse-Normandie	2.58
2007	Lorraine	4.11
2007	Poitou-Charentes	1.65
2007	Nord-Pas-de-Calais	5.47
2007	Ile-de-France	3.28
2007	Centre	3.48
2007	Bretagne	3.80
2007	Bourgogne	2.47
2007	Aquitaine	3.23
2007	Auvergne	3.92
2007	Alsace	3.98
2007	Corse	4.23
2007	Limousin	7.84
2007	Rhône-Alpes	8.30
2007	Pays-de-la-Loire	3.88
2007	Haute-Normandie	1.24
2007	Picardie	2.67
2007	Champagne-Ardenne	4.76
2007	Provence-Alpes-Côte-d'Azur	4.27
2007	Franche-Comté	3.08
2007	Midi-Pyrénées	2.47
2004	Languedoc-Roussillon	6.52
2004	Basse-Normandie	3.19
2004	Lorraine	6.18
2004	Poitou-Charentes	6.96
2004	Nord-Pas-de-Calais	6.87
2004	Ile-de-France	4.34
2004	Centre	2.54
2004	Bretagne	5.82
2004	Bourgogne	5.53
2004	Aquitaine	5.83
2004	Auvergne	3.33
2004	Alsace	5.91
2004	Corse	0
2004	Limousin	5.16
2004	Rhône-Alpes	9.62
2004	Pays-de-la-Loire	4.77
2004	Haute-Normandie	5.39
2004	Picardie	2.71
2004	Champagne-Ardenne	4.70
2004	Provence-Alpes-Côte-d'Azur	4.95
2004	Franche-Comté	2.62
2004	Midi-Pyrénées	4.23
2005	Languedoc-Roussillon	2.94
2005	Basse-Normandie	3.09
2005	Lorraine	5.89
2005	Poitou-Charentes	1.36
2005	Nord-Pas-de-Calais	2.37
2005	Ile-de-France	3.64
2005	Centre	1.86
2005	Bretagne	3.99
2005	Bourgogne	1.45
2005	Aquitaine	2.58
2005	Auvergne	2.56
2005	Alsace	3.96
2005	Corse	7.08
2005	Limousin	4.83
2005	Rhône-Alpes	6.14
2005	Pays-de-la-Loire	2.10
2005	Haute-Normandie	3.05
2005	Picardie	1.44
2005	Champagne-Ardenne	3.61
2005	Provence-Alpes-Côte-d'Azur	2.85
2005	Franche-Comté	1.07
2005	Midi-Pyrénées	1.53
2008	Languedoc-Roussillon	5.51
2008	Basse-Normandie	3.86
2008	Lorraine	2.88
2008	Poitou-Charentes	3.75
2008	Nord-Pas-de-Calais	8.56
2008	Ile-de-France	3.05
2008	Centre	4.63
2008	Bretagne	5.35
2008	Bourgogne	4.53
2008	Aquitaine	3.51
2008	Auvergne	6.87
2008	Alsace	6.24
2008	Corse	5.72
2008	Limousin	15.28
2008	Rhône-Alpes	9.76
2008	Pays-de-la-Loire	2.87
2008	Haute-Normandie	2.86
2008	Picardie	3.86
2008	Champagne-Ardenne	6.03
2008	Provence-Alpes-Côte-d'Azur	4.11
2008	Franche-Comté	3.62
2008	Midi-Pyrénées	4.24
